	KyliePenticost	weathernetwork	taitrealty	Kingelin1	
friends	0.0	0.0	0.0	0.0	
friendship	0.0032219693523215325	0.0038291490663138186	0.0	0.0	
friendships	0.0032219693523215325	0.0	0.0	0.0	
friendshow	0.0	0.0	0.007071584234308427	0.0	
friendsplease	0.0	0.0	0.007071584234308427	0.0	
frigid	6.686190513703023E-4	0.007946202264244032	0.0	0.005130503346924123	
friiiiday	0.0	0.0038291490663138186	0.0	0.0	
frinkiac	0.0	0.0038291490663138186	0.0	0.0	
fro	0.0	0.0	0.014143168468616855	0.0	
fromangertom	0.0	0.0038291490663138186	0.0	0.0	
frommylipstomyhips	0.0032219693523215325	0.0	0.0	0.0	
front	0.006443938704643065	0.013402021732098365	0.0	0.0	
fronteacislands	0.0	0.0038291490663138186	0.0	0.0	
frost	0.0016109846761607663	0.0038291490663138186	0.0	0.0	
frostdusted	0.0	0.0038291490663138186	0.0	0.0	
frosting	0.0	0.0	0.0	0.049446166727958096	
frosty	0.0	0.01914574533156909	0.0	0.0	
frozen	0.0016109846761607663	0.02297489439788291	0.0	0.0	
frozenpictwittercomc	0.0	0.0038291490663138186	0.0	0.0	
frugal	0.0	0.0	0.007071584234308427	0.0	
fruits	0.009665908056964597	0.0	0.0	0.0	
frustrated	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
frustrating	0.006443938704643065	0.0	0.0	0.0	
frxm	0.0	0.0038291490663138186	0.0	0.0	
fry	0.0	0.0038291490663138186	0.0	0.0	
frydry	0.0	0.0	0.0	0.024723083363979048	
fs	0.0	0.0038291490663138186	0.0	0.0	
fsqdhzsf	0.0	0.0038291490663138186	0.0	0.0	
ft	0.006443938704643065	0.0038291490663138186	0.0	0.0	
ftg	0.0	0.0038291490663138186	0.0	0.0	
fudge	0.0032219693523215325	0.0	0.0	0.0	
fuel	0.0	0.0019145745331569093	0.014143168468616855	0.0	
fuelled	0.0	0.0038291490663138186	0.0	0.0	
fuelling	0.0	0.007658298132627637	0.0	0.0	
fugzvb	0.0	0.0038291490663138186	0.0	0.0	
fulfilling	0.0032219693523215325	0.0	0.0	0.0	
fulfilment	0.0032219693523215325	0.0	0.0	0.0	
fulfils	0.0	0.0038291490663138186	0.0	0.0	
full	0.0	0.0	0.0	0.0	
fullcomment	0.0	0.0	0.0	0.024723083363979048	
fuller	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
fullerhouse	0.0	0.0038291490663138186	0.0	0.0	
fullest	0.006443938704643065	0.0	0.0	0.0	
fullfloor	0.0	0.0	0.007071584234308427	0.0	
fullframe	0.0	0.0	0.007071584234308427	0.0	
fullhouse	0.006443938704643065	0.0	0.0	0.0	
fullofbalogna	0.0	0.0038291490663138186	0.0	0.0	
fullthrottle	0.0032219693523215325	0.0	0.0	0.0	
fulltime	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
fullwidth	0.0	0.0	0.007071584234308427	0.0	
fume	0.0	0.0	0.007071584234308427	0.0	
fumvq	0.0	0.0038291490663138186	0.0	0.0	
fun	0.0	0.0	0.0	0.0	
function	0.0	0.0	0.0035357921171542137	0.012361541681989524	
functional	0.0	0.0	0.0	0.024723083363979048	
functionality	0.0	0.0	0.007071584234308427	0.0	
functioning	0.0032219693523215325	0.0	0.0	0.0	
fund	0.0016109846761607663	0.0	0.017678960585771068	0.0	
funday	0.0032219693523215325	0.0	0.0	0.0	
funded	0.0	0.0	0.014143168468616855	0.0	
fundraiser	0.006443938704643065	0.0	0.0	0.0	
fundrasing	0.006443938704643065	0.0	0.0	0.0	
funds	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
funeral	0.006443938704643065	0.0	0.0	0.0	
funfact	0.0032219693523215325	0.0	0.0	0.0	
funky	0.0	0.0	0.0	0.024723083363979048	
funniest	0.0016109846761607663	0.0	0.0	0.012361541681989524	
funnn	0.0032219693523215325	0.0	0.0	0.0	
funny	0.01288787740928613	0.0	0.0	0.0	
funpictwittercommlgsbm	0.0	0.0038291490663138186	0.0	0.0	
furkids	0.0	0.0	0.0	0.024723083363979048	
furnaces	0.0	0.0	0.007071584234308427	0.0	
furnished	0.0	0.0	0.007071584234308427	0.0	
furniture	0.0016109846761607663	0.0	0.01060737635146264	0.0	
furry	0.0	0.015316596265255274	0.0	0.0	
furtados	0.0032219693523215325	0.0	0.0	0.0	
fusilli	0.0032219693523215325	0.0	0.0	0.0	
fusion	0.0	0.0	0.007071584234308427	0.0	
future	0.0033430952568515118	0.0023838606792732095	0.026414753728923598	0.0	
futureoftomorrow	0.0032219693523215325	0.0	0.0	0.0	
futurepossibilities	0.0032219693523215325	0.0	0.0	0.0	
futures	0.0	0.0	0.0	0.049446166727958096	
futureshop	0.0032219693523215325	0.0	0.0	0.0	
futuristic	0.0	0.0	0.007071584234308427	0.0	
fuzzy	0.0032219693523215325	0.0	0.0	0.0	
fv	0.0	0.007658298132627637	0.0	0.0	
fxjb	0.0	0.0038291490663138186	0.0	0.0	
fxqdf	0.0	0.0038291490663138186	0.0	0.0	
fxxcd	0.0	0.0038291490663138186	0.0	0.0	
fyghjj	0.0	0.0038291490663138186	0.0	0.0	
fyi	0.016109846761607663	0.0	0.0	0.0	
fz	0.0	0.007658298132627637	0.0	0.0	
fzvclb	0.0	0.0038291490663138186	0.0	0.0	
ga	0.0	0.0	0.014143168468616855	0.0	
gabe	0.006443938704643065	0.0	0.0	0.0	
gabelandeskog	0.04510757093250145	0.0	0.0	0.0	
gabriel	0.006443938704643065	0.0	0.0	0.0	
gadds	0.0	0.0	0.014143168468616855	0.0	
gadget	0.0032219693523215325	0.0	0.0	0.0	
gadgets	0.0	0.0	0.007071584234308427	0.0	
gado	0.0	0.0	0.007071584234308427	0.0	
gaettp	0.0	0.0038291490663138186	0.0	0.0	
gagnon	0.0	0.0038291490663138186	0.0	0.0	
gah	0.0032219693523215325	0.0	0.0	0.0	
gailvazoxlade	0.0032219693523215325	0.0	0.0	0.0	
gain	0.0032219693523215325	0.0	0.0035357921171542137	0.0	
gaining	0.0	0.0	0.007071584234308427	0.0	
gains	0.0	0.0	0.007071584234308427	0.0	
galaxy	0.0	0.0	0.007071584234308427	0.0	
gallery	0.0	0.03829149066313818	0.0	0.0	
gallon	0.0	0.0038291490663138186	0.0	0.0	
game	0.0	0.0	0.0	0.0	
gamechanger	0.0032219693523215325	0.0	0.0	0.0	
gamechangin	0.0	0.0	0.007071584234308427	0.0	
games	0.0	0.0	0.0	0.0	
gamestreaming	0.0	0.0	0.007071584234308427	0.0	
gametks	0.0	0.0038291490663138186	0.0	0.0	
gaming	0.0	0.0	0.014143168468616855	0.0	
gang	0.0032219693523215325	0.0	0.0	0.0	
ganging	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
garage	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
garbage	6.686190513703023E-4	7.946202264244032E-4	0.0029349726365470665	0.0	
garden	0.0	0.0038291490663138186	0.0035357921171542137	0.0	
gardening	0.0016109846761607663	0.0038291490663138186	0.0	0.0	
gardens	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
gare	0.0	0.0	0.007071584234308427	0.0	
gary	0.0	0.0	0.007071584234308427	0.0	
garyvees	0.0032219693523215325	0.0	0.0	0.0	
gas	0.0013372381027406046	0.003178480905697613	0.0	0.010261006693848246	
gasoline	0.0	0.0	0.007071584234308427	0.0	
gassed	0.0032219693523215325	0.0	0.0	0.0	
gastroenteritis	0.0	0.0	0.0	0.024723083363979048	
gather	0.0	0.0019145745331569093	0.0	0.012361541681989524	
gathering	0.0	0.0	0.007071584234308427	0.0	
gaulle	0.0	0.0	0.0	0.024723083363979048	
gauntlet	0.0	0.0	0.007071584234308427	0.0	
gavan	0.0	0.0038291490663138186	0.0	0.0	
gavatron	0.0	0.0038291490663138186	0.0	0.0	
gawk	0.0	0.0	0.007071584234308427	0.0	
gay	0.0	0.0	0.0	0.024723083363979048	
gaze	0.0	0.0	0.007071584234308427	0.0	
gbmesehd	0.0	0.0038291490663138186	0.0	0.0	
gbojoilxp	0.0	0.0038291490663138186	0.0	0.0	
gbomuayrk	0.0	0.0038291490663138186	0.0	0.0	
gchq	0.0	0.0	0.007071584234308427	0.0	
gd	0.0	0.007658298132627637	0.0	0.0	
gdjddsdsy	0.0	0.0038291490663138186	0.0	0.0	
gdrjjwud	0.0	0.0038291490663138186	0.0	0.0	
ge	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
gear	0.0032219693523215325	0.0	0.02828633693723371	0.0	
gears	0.0	0.0	0.007071584234308427	0.0	
geesh	0.0032219693523215325	0.0	0.0	0.0	
geeze	0.009665908056964597	0.0	0.0	0.0	
geflksdw	0.0	0.0038291490663138186	0.0	0.0	
gem	0.0032219693523215325	0.0	0.0	0.0	
gemalto	0.0	0.0	0.007071584234308427	0.0	
gemterra	0.0	0.0	0.007071584234308427	0.0	
gende	0.0	0.0	0.007071584234308427	0.0	
gender	0.0016109846761607663	0.0	0.007071584234308427	0.0	
general	0.0016109846761607663	0.0	0.024750544820079497	0.0	
generate	0.0032219693523215325	0.0	0.0	0.0	
generated	0.0	0.0	0.007071584234308427	0.0	
generation	0.0	0.0	0.014143168468616855	0.0	
generic	0.0032219693523215325	0.0	0.0	0.0	
geneva	0.0	0.0	0.007071584234308427	0.0	
genisys	0.0	0.0	0.007071584234308427	0.0	
genius	0.0	0.0	0.02121475270292528	0.0	
genocide	0.0	0.0	0.0	0.024723083363979048	
gentle	0.0016109846761607663	0.0	0.0	0.012361541681989524	
gentleman	0.006443938704643065	0.0	0.0	0.0	
gentlest	0.0	0.0	0.0	0.024723083363979048	
genworth	0.0	0.0	0.014143168468616855	0.0	
geography	0.0	0.0038291490663138186	0.0	0.0	
geomichaelschym	0.0032219693523215325	0.0	0.0	0.0	
george	0.0	0.007658298132627637	0.0	0.0	
georgekourounis	0.0	0.0038291490663138186	0.0	0.0	
georgekouvalis	0.019331816113929194	0.0	0.0	0.0	
georgian	0.0	0.0	0.007071584234308427	0.0	
georgianbay	0.0	0.0038291490663138186	0.0	0.0	
gequipped	0.0	0.0	0.007071584234308427	0.0	
ger	0.0032219693523215325	0.0	0.0	0.0	
german	0.0	0.0038291490663138186	0.0	0.0	
germanwings	0.0	0.0	0.007071584234308427	0.0	
germany	0.0	0.0	0.02121475270292528	0.0	
germanys	0.0	0.0	0.014143168468616855	0.0	
germs	0.0016109846761607663	0.0	0.0	0.012361541681989524	
gershon	0.0	0.0	0.007071584234308427	0.0	
gervais	0.0032219693523215325	0.0	0.0	0.0	
getawatch	0.0032219693523215325	0.0	0.0	0.0	
getaway	0.0	0.0038291490663138186	0.0035357921171542137	0.0	
getmehomenow	0.0032219693523215325	0.0	0.0	0.0	
getmetobed	0.0032219693523215325	0.0	0.0	0.0	
getmetothepittsburghpenguinsfast	0.0032219693523215325	0.0	0.0	0.0	
getsnapd	0.009665908056964597	0.0	0.0	0.0	
getthedub	0.0032219693523215325	0.0	0.0	0.0	
gettin	0.006443938704643065	0.0	0.0	0.0	
getwithitusa	0.0032219693523215325	0.0	0.0	0.0	
gf	0.0	0.007658298132627637	0.0	0.0	
gfinity	0.0	0.0	0.007071584234308427	0.0	
ggggooooolllllddddd	0.0032219693523215325	0.0	0.0	0.0	
gghbq	0.0	0.0038291490663138186	0.0	0.0	
ggm	0.0	0.0038291490663138186	0.0	0.0	
ggod	0.0	0.0038291490663138186	0.0	0.0	
ghewv	0.0	0.0038291490663138186	0.0	0.0	
ghost	0.0	0.0038291490663138186	0.0	0.0	
giant	0.0	0.011487447198941455	0.014143168468616855	0.0	
gibson	0.006443938704643065	0.0	0.0	0.0	
gibted	0.0	0.0038291490663138186	0.0	0.0	
gif	0.0	0.0	0.007071584234308427	0.0	
gifs	0.0	0.0	0.02121475270292528	0.0	
gift	0.009665908056964597	0.0	0.0	0.03708462504596857	
gifted	0.0032219693523215325	0.0	0.0	0.0	
gifts	0.0048329540284822985	0.0	0.007071584234308427	0.0	
gigabit	0.0	0.0	0.007071584234308427	0.0	
gillespie	0.0	0.0	0.007071584234308427	0.0	
gillymegan	0.0	0.0038291490663138186	0.0	0.0	
gilmore	0.0032219693523215325	0.0	0.0	0.0	
gimmick	0.0	0.0	0.007071584234308427	0.0	
gimpy	0.0032219693523215325	0.0	0.0	0.0	
gin	0.0	0.0	0.007071584234308427	0.0	
ginger	0.0	0.0	0.014143168468616855	0.0	
giraffe	0.0	0.015316596265255274	0.0	0.0	
girl	0.008692047667813929	7.946202264244032E-4	0.0	0.005130503346924123	
girlpower	0.0032219693523215325	0.0	0.0	0.0	
girls	0.004011714308221813	7.946202264244032E-4	0.0	0.010261006693848246	
girlshockey	0.01288787740928613	0.0	0.0	0.0	
girlsnight	0.0032219693523215325	0.0	0.0	0.0	
girlstillunsure	0.0032219693523215325	0.0	0.0	0.0	
girysbgej	0.0	0.0038291490663138186	0.0	0.0	
gis	0.0	0.0038291490663138186	0.0	0.0	
gius	0.0	0.0	0.007071584234308427	0.0	
giuv	0.0	0.0038291490663138186	0.0	0.0	
giveaway	0.0	0.0019145745331569093	0.007071584234308427	0.0	
giveaways	0.0	0.0	0.0	0.024723083363979048	
giveth	0.0	0.0	0.007071584234308427	0.0	
givufj	0.0	0.0038291490663138186	0.0	0.0	
gjg	0.0	0.0038291490663138186	0.0	0.0	
gkcy	0.0	0.0038291490663138186	0.0	0.0	
glad	0.008023428616443626	0.0023838606792732095	0.0014674863182735332	0.0	
glam	0.016109846761607663	0.0	0.0	0.0	
glancing	0.0	0.0	0.0	0.024723083363979048	
gland	0.0032219693523215325	0.0	0.0	0.0	
glass	0.0	0.0	0.0	0.0	
glasses	0.0	0.0	0.007071584234308427	0.0	
glccf	0.0	0.0038291490663138186	0.0	0.0	
glee	0.04188560158017992	0.0	0.0	0.0	
gleeonfox	0.022553785466250725	0.0	0.0	0.0	
glenn	0.0	0.0	0.007071584234308427	0.0	
glennfrey	0.0	0.0038291490663138186	0.0	0.0	
glgrm	0.0	0.0038291490663138186	0.0	0.0	
gli	0.0	0.0038291490663138186	0.0	0.0	
glitch	0.0	0.0057437235994707275	0.0035357921171542137	0.0	
glitter	0.0	0.0	0.0	0.024723083363979048	
glitz	0.0032219693523215325	0.0	0.0	0.0	
global	0.0	0.0	0.035357921171542135	0.0	
globally	0.0	0.0	0.007071584234308427	0.0	
globalwarming	0.0032219693523215325	0.0	0.0	0.0	
globe	0.0	0.0057437235994707275	0.0035357921171542137	0.0	
gloomy	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
glorification	0.0	0.0	0.0	0.024723083363979048	
glorious	0.0048329540284822985	0.0019145745331569093	0.0	0.0	
glorys	0.0032219693523215325	0.0	0.0	0.0	
glossy	0.0	0.0	0.007071584234308427	0.0	
glove	0.0032219693523215325	0.0	0.0	0.0	
glow	0.0	0.0038291490663138186	0.0	0.0	
glowing	0.009665908056964597	0.0	0.0	0.0	
glows	0.0032219693523215325	0.0	0.0	0.0	
glqom	0.0	0.0038291490663138186	0.0	0.0	
glr	0.0	0.0038291490663138186	0.0	0.0	
glued	0.0032219693523215325	0.0	0.0	0.0	
gm	0.0032219693523215325	0.0	0.014143168468616855	0.0	
gmail	0.0	0.0	0.02121475270292528	0.0	
gmcgxz	0.0	0.0038291490663138186	0.0	0.0	
gmsamiam	0.0032219693523215325	0.0	0.0	0.0	
gn	0.0	0.007658298132627637	0.0	0.0	
gns	0.0	0.0038291490663138186	0.0	0.0	
goal	0.02899772417089379	0.0	0.0035357921171542137	0.0	
goalie	0.006443938704643065	0.0	0.0	0.0	
goals	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
goalsmaybe	0.0032219693523215325	0.0	0.0	0.0	
goalsonglove	0.0032219693523215325	0.0	0.0	0.0	
goat	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
goatscaping	0.0	0.0	0.007071584234308427	0.0	
goaway	0.0032219693523215325	0.0	0.0	0.0	
gobblegobble	0.0032219693523215325	0.0	0.0	0.0	
gocaitlyngo	0.0032219693523215325	0.0	0.0	0.0	
gocanadago	0.03544166287553686	0.0	0.0	0.0	
god	0.016109846761607663	0.0	0.0	0.012361541681989524	
godbless	0.0032219693523215325	0.0	0.0	0.0	
goderich	0.0	0.01914574533156909	0.0	0.0	
gods	0.0032219693523215325	0.0	0.0	0.0	
godsohelpme	0.0032219693523215325	0.0	0.0	0.0	
goer	0.0	0.0038291490663138186	0.0	0.0	
goers	0.0032219693523215325	0.0	0.0	0.0	
gofigure	0.0032219693523215325	0.0	0.0	0.0	
gofrankiego	0.0032219693523215325	0.0	0.0	0.0	
gofundme	0.0032219693523215325	0.0	0.0	0.0	
gogama	0.0	0.0038291490663138186	0.0	0.0	
gogetter	0.0032219693523215325	0.0	0.0	0.0	
gogh	0.0	0.0	0.014143168468616855	0.0	
gohabsgo	0.04188560158017992	0.0	0.0	0.0	
gohomeopener	0.0	0.0	0.007071584234308427	0.0	
going	0.0	0.0	0.0	0.0	
goingaway	0.0032219693523215325	0.0	0.0	0.0	
goingforgold	0.0032219693523215325	0.0	0.0	0.0	
gojhl	0.032219693523215326	0.0	0.0	0.0	
gold	0.027386739494733026	0.0	0.007071584234308427	0.0	
golden	0.0	0.0	0.014143168468616855	0.0	
goldenashby	0.0032219693523215325	0.0	0.0	0.0	
golf	0.002674476205481209	7.946202264244032E-4	0.016142349501008863	0.0	
golfnut	0.0	0.0	0.014143168468616855	0.0	
golondonknights	0.0032219693523215325	0.0	0.0	0.0	
gonailersgo	0.006443938704643065	0.0	0.0	0.0	
gondola	0.0	0.0019145745331569093	0.007071584234308427	0.0	
gongshow	0.0032219693523215325	0.0	0.0	0.0	
gongshowgear	0.009665908056964597	0.0	0.0	0.0	
gonhlhabs	0.0032219693523215325	0.0	0.0	0.0	
gonhlpens	0.0032219693523215325	0.0	0.0	0.0	
gonicgo	0.0032219693523215325	0.0	0.0	0.0	
gonnamisspittsburgh	0.0032219693523215325	0.0	0.0	0.0	
good	0.0	0.0	0.0	0.0	
goodbye	0.010029285770554534	0.0015892404528488064	0.0029349726365470665	0.0	
goodbyes	0.01288787740928613	0.0	0.0	0.0	
goodgod	0.0032219693523215325	0.0	0.0	0.0	
goodies	0.009665908056964597	0.0	0.0	0.0	
goodlooking	0.0	0.0	0.0	0.024723083363979048	
goodluck	0.009665908056964597	0.0	0.0	0.0	
goodmorning	0.0032219693523215325	0.0	0.0	0.0	
goodness	0.0048329540284822985	0.0019145745331569093	0.0	0.0	
goodnight	0.009665908056964597	0.0	0.0	0.0	
goods	0.0032219693523215325	0.0	0.0	0.0	
goodtohaveyoubackbuddy	0.0032219693523215325	0.0	0.0	0.0	
googl	0.0	0.0	0.014143168468616855	0.0	
google	0.0	0.0038291490663138186	0.21921911126356125	0.0	
googlecanada	0.0	0.0038291490663138186	0.0	0.0	
googleowned	0.0	0.0	0.007071584234308427	0.0	
gopensgo	0.05799544834178758	0.0	0.0	0.0	
gopix	0.0	0.0	0.007071584234308427	0.0	
gopro	0.0	0.007658298132627637	0.0	0.0	
gorangersgo	0.019331816113929194	0.0	0.0	0.0	
gorgeous	0.0020058571541109065	0.0023838606792732095	0.0	0.015391510040772369	
gorilla	0.0	0.0019145745331569093	0.0	0.012361541681989524	
gosiskinsgo	0.0032219693523215325	0.0	0.0	0.0	
gostinggo	0.0032219693523215325	0.0	0.0	0.0	
gostormgo	0.0032219693523215325	0.0	0.0	0.0	
goto	0.0032219693523215325	0.0	0.0035357921171542137	0.0	
gottakickthishabit	0.0032219693523215325	0.0	0.0	0.0	
government	0.0	0.0019145745331569093	0.04950108964015899	0.0	
govt	0.0	0.0	0.0	0.024723083363979048	
gp	0.0	0.007658298132627637	0.0	0.0	
gqhvm	0.0	0.0038291490663138186	0.0	0.0	
gr	0.0	0.0038291490663138186	0.0	0.0	
gra	0.0	0.0	0.007071584234308427	0.0	
grab	6.686190513703023E-4	0.003178480905697613	0.0029349726365470665	0.0	
grace	0.0	0.0038291490663138186	0.0	0.0	
gracex	0.0032219693523215325	0.0	0.0	0.0	
gracing	0.0032219693523215325	0.0	0.0	0.0	
gracious	0.0	0.0	0.007071584234308427	0.0	
grad	0.0032219693523215325	0.0	0.0	0.012361541681989524	
grads	0.0032219693523215325	0.0	0.0	0.012361541681989524	
graduate	0.01288787740928613	0.0	0.0	0.0	
graduating	0.0016109846761607663	0.0	0.0	0.012361541681989524	
graduation	0.006443938704643065	0.0	0.0	0.0	
grail	0.0032219693523215325	0.0	0.0	0.0	
grain	0.0	0.0	0.007071584234308427	0.0	
grainy	0.0	0.0	0.007071584234308427	0.0	
grams	0.0032219693523215325	0.0	0.0	0.0	
grand	0.0	0.0019145745331569093	0.03182212905438792	0.0	
grandchildrens	0.0	0.0	0.0	0.024723083363979048	
grandeprairie	0.0	0.0038291490663138186	0.0	0.0	
grandfather	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
grandfathers	0.0032219693523215325	0.0	0.0	0.0	
grandma	0.02899772417089379	0.0	0.0	0.0	
grandmother	0.0032219693523215325	0.0	0.0	0.0	
grandmothers	0.0032219693523215325	0.0	0.0	0.0	
grandpa	0.009665908056964597	0.0	0.0	0.0	
grandparents	0.0032219693523215325	0.0	0.0	0.0	
grante	0.0	0.0	0.007071584234308427	0.0	
granted	0.0032219693523215325	0.0	0.0	0.0	
grapefruitokay	0.0032219693523215325	0.0	0.0	0.0	
grapes	0.0	0.0038291490663138186	0.0	0.0	
graphic	0.0	0.0	0.007071584234308427	0.0	
graphics	0.0	0.015316596265255274	0.0	0.0	
grass	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
grateful	0.019331816113929194	0.0	0.0	0.0	
gratefuldays	0.022553785466250725	0.0	0.0	0.0	
gravenhurst	0.0	0.0038291490663138186	0.0	0.0	
gravy	0.0032219693523215325	0.0	0.0	0.0	
gray	0.0	0.0	0.014143168468616855	0.0	
great	0.0	0.0	0.0	0.0	
greatcause	0.0032219693523215325	0.0	0.0	0.0	
greatest	0.016109846761607663	0.0057437235994707275	0.0	0.0	
greatgrandmother	0.0032219693523215325	0.0	0.0	0.0	
greatly	0.009665908056964597	0.0	0.0	0.0	
greatteam	0.0032219693523215325	0.0	0.0	0.0	
greatuncle	0.0032219693523215325	0.0	0.0	0.0	
greece	0.0	0.0	0.05657267387446742	0.0	
greeces	0.0	0.0	0.02828633693723371	0.0	
greek	0.0	0.0	0.04242950540585056	0.0	
green	0.0	0.0	0.0	0.0	
greenest	0.0	0.007658298132627637	0.0	0.0	
greenhouse	0.0	0.0	0.007071584234308427	0.0	
greenland	0.0	0.0	0.007071584234308427	0.0	
greenred	0.0032219693523215325	0.0	0.0	0.0	
greens	0.0	0.0	0.007071584234308427	0.0	
greentea	0.0	0.0	0.007071584234308427	0.0	
greet	0.0	0.0038291490663138186	0.0	0.0	
greetings	0.0016109846761607663	0.0	0.0035357921171542137	0.0	
greg	0.0	0.0	0.0	0.024723083363979048	
grew	0.006443938704643065	0.0	0.0	0.0	
grey	0.0016109846761607663	0.0	0.01060737635146264	0.0	
greybruce	0.0	0.0038291490663138186	0.0	0.0	
greycounty	0.0	0.011487447198941455	0.0	0.0	
greycup	0.0032219693523215325	0.0	0.0	0.0	
greyhound	0.0	0.0038291490663138186	0.0	0.0	
greyngreat	0.0	0.0038291490663138186	0.0	0.0	
greysanatomy	0.0032219693523215325	0.0	0.0	0.0	
grief	0.0032219693523215325	0.0	0.0	0.0	
grilled	0.006443938704643065	0.0	0.0	0.0	
grilledcheesetheir	0.0032219693523215325	0.0	0.0	0.0	
grinch	0.0032219693523215325	0.0	0.0	0.0	
grinnell	0.0	0.0	0.007071584234308427	0.0	
grip	0.0	0.0057437235994707275	0.0	0.012361541681989524	
gro	0.0	0.0	0.007071584234308427	0.0	
grocers	0.0	0.0038291490663138186	0.0	0.0	
grocery	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
groomed	0.0	0.0	0.0	0.024723083363979048	
gross	0.0032219693523215325	0.0	0.0	0.0	
grouchiness	0.0	0.0038291490663138186	0.0	0.0	
ground	0.0	0.007658298132627637	0.007071584234308427	0.0	
groundhog	0.0	0.0038291490663138186	0.0	0.0	
groundhogday	0.0	0.04977893786207964	0.0	0.0	
groundhogdaypictwittercom	0.0	0.0038291490663138186	0.0	0.0	
groundhogs	0.0	0.015316596265255274	0.0	0.0	
grounds	0.006443938704643065	0.0	0.0	0.0	
group	0.002674476205481209	0.0	0.007337431591367667	0.010261006693848246	
groups	0.0	0.0	0.02828633693723371	0.0	
grove	0.0	0.0	0.007071584234308427	0.0	
grow	0.0016109846761607663	0.0019145745331569093	0.0	0.0	
grower	0.0	0.0	0.014143168468616855	0.0	
growing	0.009665908056964597	0.0	0.01060737635146264	0.0	
grown	0.006443938704643065	0.0	0.0	0.0	
growth	0.0032219693523215325	0.0	0.024750544820079497	0.0	
growup	0.0032219693523215325	0.0	0.0	0.0	
grtcdnchill	0.0	0.03829149066313818	0.0	0.0	
grtcdnchillpictwittercom	0.0	0.0038291490663138186	0.0	0.0	
grunge	0.0	0.0	0.007071584234308427	0.0	
gry	0.0	0.0038291490663138186	0.0	0.0	
gseries	0.0	0.0	0.007071584234308427	0.0	
gsp	0.0	0.0038291490663138186	0.0	0.0	
gsswii	0.0	0.0038291490663138186	0.0	0.0	
gstftouj	0.0	0.0038291490663138186	0.0	0.0	
gsw	0.0032219693523215325	0.0	0.0	0.0	
gt	0.0	0.007658298132627637	0.0	0.0	
gta	0.0	0.006356961811395226	0.011739890546188266	0.04104402677539298	
gtaweather	0.0	0.011487447198941455	0.0	0.0	
gtawide	0.0	0.0	0.007071584234308427	0.0	
gtboutique	0.0	0.0038291490663138186	0.0	0.0	
gtfcywb	0.0	0.0038291490663138186	0.0	0.0	
gtqyc	0.0	0.0038291490663138186	0.0	0.0	
gtwjmn	0.0	0.0038291490663138186	0.0	0.0	
guarantee	0.0	0.007658298132627637	0.0	0.0	
guaranteed	0.0	0.0038291490663138186	0.0	0.0	
guard	6.686190513703023E-4	0.0	0.0014674863182735332	0.005130503346924123	
guardian	0.006443938704643065	0.0	0.0	0.0	
guelph	0.0	0.0019145745331569093	0.0035357921171542137	0.0	
guess	0.0066861905137030235	0.0023838606792732095	0.0029349726365470665	0.0	
guest	0.0032219693523215325	0.0038291490663138186	0.0	0.0	
guests	0.0032219693523215325	0.0	0.0	0.0	
guetta	0.0032219693523215325	0.0	0.0	0.0	
guidance	0.0032219693523215325	0.0	0.0	0.0	
guide	6.686190513703023E-4	7.946202264244032E-4	0.016142349501008863	0.0	
guided	0.0032219693523215325	0.0	0.0	0.0	
guides	0.0	0.0	0.0035357921171542137	0.024723083363979048	
guildwood	0.0	0.0	0.007071584234308427	0.0	
guiltfree	0.0	0.0	0.007071584234308427	0.0	
guilty	0.0048329540284822985	0.0	0.007071584234308427	0.0	
guiltypleasure	0.0032219693523215325	0.0	0.0	0.0	
guinea	0.0	0.0	0.007071584234308427	0.0	
guinessbookofrecord	0.0	0.0038291490663138186	0.0	0.0	
guinessworldrecord	0.0	0.0038291490663138186	0.0	0.0	
guinness	0.0	0.0038291490663138186	0.0	0.0	
gulf	0.0	0.0038291490663138186	0.0	0.0	
gulianarancic	0.0032219693523215325	0.0	0.0	0.0	
guncontrolnow	0.0032219693523215325	0.0	0.0	0.0	
guns	0.0032219693523215325	0.0	0.0	0.0	
gurney	0.0	0.0	0.0	0.024723083363979048	
gusting	0.0	0.0038291490663138186	0.0	0.0	
gusts	0.0	0.007658298132627637	0.0	0.0	
gusty	0.0	0.0038291490663138186	0.0035357921171542137	0.0	
gutrenovated	0.0	0.0	0.007071584234308427	0.0	
guy	0.008054923380803831	0.0057437235994707275	0.0	0.0	
guyanese	0.0	0.0	0.0	0.024723083363979048	
guykawasaki	0.006443938704643065	0.0	0.0	0.0	
